ID,UnitID,UnitType,UnitCode,UnitTitle,Faculty,ROE,CreditPoints,UngradedExempCategory,Year,TeachingPeriod,Location,Mode,Code,DateStart,DateStartAttendance,DateEndAttendance,DateEnd,DateCensusRequested,Selfserve,ClassSize,Examinations,UnitAvailabilitiesLastChanged,BroadeningForDegrees,BroadeningCategory,TeachingResponsibilities
162129,2630,Unit,MECH4426,"Vibration and Sound",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162130,8029,Unit,CHPR3019,"Unit Operations",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162131,2572,Unit,ENVE4402,"Engineering Hydrology",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162132,2593,Unit,GENG4405,"Numerical Methods and Modelling",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162133,436,Unit,ENSC3001,"Mechanisms and Machines",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00660 Engineering, 100%"
162134,8071,Unit,MECH3001,"Mechanisms and Machines",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-01,NULL,NULL,"00660 Engineering, 100%"
162135,8068,Unit,GENG3405,"Numerical Methods and Modelling",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162140,8072,Unit,MECH3024,"Engineering Thermodynamics",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-01,NULL,NULL,"00660 Engineering, 100%"
162141,8103,Unit,MECH4502,"Analysis and Design of Machine Components",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-01,NULL,NULL,"00660 Engineering, 100%"
162144,8091,Unit,ENVE3402,"Engineering Hydrology",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162145,1589,Unit,INDG3300,"Indigenous Research",S00010,00010,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00010 Indigenous Studies, 100%"
162146,1589,Unit,INDG3300,"Indigenous Research",S00010,00010,6,N,2025,"Semester 1",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00010 Indigenous Studies, 100%"
162149,8679,Unit,ARCT4585,"Living Architecture",S00250,00250,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-16,NULL,NULL,"00250 UWA Design School, 100%"
162170,2979,Unit,DENT6847,"Periodontics Clinical Practice III Part 1",S00800,00800,12,N,2025,Non-standard,"Oral Health Centre of Western Australia",FACE2FACE,,2025-01-13,2025-01-13,2025-06-22,2025-06-22,0000-00-00,1,,,2025-07-16,NULL,NULL,"00800 Dental School, 100%"
162171,2980,Unit,DENT6848,"Periodontics Clinical Practice III Part 2",S00800,00800,12,N,2025,Non-standard,"Oral Health Centre of Western Australia",FACE2FACE,,2025-06-23,2025-06-23,2025-11-23,2025-11-23,0000-00-00,1,,,2025-07-16,NULL,NULL,"00800 Dental School, 100%"
162174,2982,Unit,DENT6850,"Periodontics Research Dissertation",S00800,00800,30,N,2025,Non-standard,"Oral Health Centre of Western Australia",FACE2FACE,,2025-01-13,2025-01-13,2025-06-22,2025-06-22,0000-00-00,1,,,,NULL,NULL,"00800 Dental School, 100%"
162175,2982,Unit,DENT6850,"Periodontics Research Dissertation",S00800,00800,30,N,2025,Non-standard,"Oral Health Centre of Western Australia",FACE2FACE,,2025-06-23,2025-06-23,2025-11-23,2025-11-23,0000-00-00,1,,,,NULL,NULL,"00800 Dental School, 100%"
162182,862,Unit,LING3006,"Topics in Linguistic Theory",S00125,00125,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-05-21,NULL,NULL,"00125 Social Sciences, 100%"
162186,4584,Unit,GENG5011,"Engineering Science Honours Research Project Part 1",S00660,00660,12,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162187,4584,Unit,GENG5011,"Engineering Science Honours Research Project Part 1",S00660,00660,12,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162188,4585,Unit,GENG5012,"Engineering Science Honours Research Project Part 2",S00660,00660,12,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162189,4585,Unit,GENG5012,"Engineering Science Honours Research Project Part 2",S00660,00660,12,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162191,8022,Unit,CHPR5550,"Chemical Engineering Design Project",S00660,00660,12,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162235,2598,Unit,GENG5507,"Risk, Reliability and Safety",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"#1. 00660 Engineering, 50%; #2. 00670 Physics, Mathematics and Computing, 50%"
162236,2598,Unit,GENG5507,"Risk, Reliability and Safety",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"#1. 00660 Engineering, 50%; #2. 00670 Physics, Mathematics and Computing, 50%"
162243,5605,Unit,ECON5006,"Topics in Agricultural Economics",S00705,00705,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00705 Agriculture and Environment, 100%"
162244,5605,Unit,ECON5006,"Topics in Agricultural Economics",S00705,00705,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00705 Agriculture and Environment, 100%"
162319,1838,Unit,IMED3301,"Issues in Women's Health Research",S00885,00885,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,40,,,NULL,NULL,"00885 Biomedical Sciences, 100%"
162361,3108,Unit,EDUC9985,"Doctoral Thesis (full-time)",S00300,00300,96,N,2025,Non-standard,Crawley,FACE2FACE,,2024-12-30,2024-12-30,2025-06-29,2025-06-29,0000-00-00,1,,,,NULL,NULL,"00300 Graduate School of Education, 100%"
162362,3108,Unit,EDUC9985,"Doctoral Thesis (full-time)",S00300,00300,96,N,2025,Non-standard,Crawley,FACE2FACE,,2025-06-23,2025-06-23,2025-12-28,2025-12-28,0000-00-00,1,,,,NULL,NULL,"00300 Graduate School of Education, 100%"
162363,3108,Unit,EDUC9985,"Doctoral Thesis (full-time)",S00300,00300,96,N,2025,Non-standard,"Singapore - Education",FACE2FACE,,2024-12-30,2024-12-30,2025-06-29,2025-06-29,0000-00-00,1,,,,NULL,NULL,"00300 Graduate School of Education, 100%"
162364,3108,Unit,EDUC9985,"Doctoral Thesis (full-time)",S00300,00300,96,N,2025,Non-standard,"Singapore - Education",FACE2FACE,,2025-06-23,2025-06-23,2025-12-28,2025-12-28,0000-00-00,1,,,,NULL,NULL,"00300 Graduate School of Education, 100%"
162373,3109,Unit,EDUC9986,"Doctoral Thesis (part-time)",S00300,00300,96,N,2025,Non-standard,"Singapore - Education",FACE2FACE,,2024-12-30,2024-12-30,2025-06-29,2025-06-29,0000-00-00,1,,,2025-07-04,NULL,NULL,"00300 Graduate School of Education, 100%"
162374,3109,Unit,EDUC9986,"Doctoral Thesis (part-time)",S00300,00300,96,N,2025,Non-standard,"Singapore - Education",FACE2FACE,,2025-06-23,2025-06-23,2025-12-28,2025-12-28,0000-00-00,1,,,2025-07-04,NULL,NULL,"00300 Graduate School of Education, 100%"
162375,3109,Unit,EDUC9986,"Doctoral Thesis (part-time)",S00300,00300,96,N,2025,Non-standard,Crawley,FACE2FACE,,2024-12-30,2024-12-30,2025-06-29,2025-06-29,0000-00-00,1,,,2025-07-04,NULL,NULL,"00300 Graduate School of Education, 100%"
162376,3109,Unit,EDUC9986,"Doctoral Thesis (part-time)",S00300,00300,96,N,2025,Non-standard,Crawley,FACE2FACE,,2025-06-23,2025-06-23,2025-12-28,2025-12-28,0000-00-00,1,,,2025-07-04,NULL,NULL,"00300 Graduate School of Education, 100%"
162407,0,ASM,ANHBM002,"Principles of Dental Sleep Medicine",S00915,00915,0,1,2025,TS-MC-3H,Crawley,FL-ONLINE,,NULL,NULL,NULL,NULL,NULL,1,,,2024-11-07,NULL,NULL,"S00915 Human Sciences, 100%"
162409,0,CBMC,PSYCM501,"History and Basic Characteristics of Fetal Alcohol Spectrum Disorder (FASD)",S00140,00140,0,N,2025,TS-MC-2Q,Crawley,FL-ONLINE,,NULL,NULL,NULL,NULL,NULL,1,30,,2024-07-14,NULL,NULL,"S00140 Psychological Science, 100%"
162410,0,CBMC,PSYCM501,"History and Basic Characteristics of Fetal Alcohol Spectrum Disorder (FASD)",S00140,00140,0,N,2025,TS-MC-3Q,Crawley,FL-ONLINE,,NULL,NULL,NULL,NULL,NULL,1,30,,2024-07-14,NULL,NULL,"S00140 Psychological Science, 100%"
162415,0,CBMC,PSYCM502,"Considerations for Fetal Alcohol Spectrum Disorder (FASD) Diagnosis",S00140,00140,0,N,2025,TS-MC-2Q,Crawley,FL-ONLINE,,NULL,NULL,NULL,NULL,NULL,1,,,2024-07-14,NULL,NULL,"S00140 Psychological Science, 100%"
162416,0,CBMC,PSYCM502,"Considerations for Fetal Alcohol Spectrum Disorder (FASD) Diagnosis",S00140,00140,0,N,2025,TS-MC-3Q,Crawley,FL-ONLINE,,NULL,NULL,NULL,NULL,NULL,1,,,2024-07-14,NULL,NULL,"S00140 Psychological Science, 100%"
162417,0,ASM,PSYCM503,"Fetal Alcohol Spectrum Disorder (FASD) Supervision",S00140,00140,0,,2025,TS-MC-3Q,Crawley,ONLINE-TT,,NULL,NULL,NULL,NULL,NULL,1,8-12,,2024-07-14,NULL,NULL,"AOS65 Psychology, 100%"
162418,59,Unit,ECON3301,"Game Theory and Strategic Thinking",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162419,62,Unit,EMPL3301,"Globalisation and Work",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162420,66,Unit,MGMT3335,"Enterprise Systems",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,50,,,NULL,NULL,"00420 UWA Business School, 100%"
162422,149,Unit,NEUR3301,"Advanced Neuroscience 1",S00915,00915,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
162423,150,Unit,NEUR3302,"Advanced Neuroscience 2",S00915,00915,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00915 Human Sciences, 100%"
162424,186,Unit,ECON1101,"Microeconomics: Prices and Markets",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162425,186,Unit,ECON1101,"Microeconomics: Prices and Markets",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162426,186,Unit,ECON1101,"Microeconomics: Prices and Markets",S00420,00420,6,N,2025,"Semester 1",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162427,192,Unit,ECON2233,"Microeconomics: Policy and Applications",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162428,206,Unit,ECON2234,"Macroeconomics: Policy and Applications",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162429,207,Unit,ECON2271,"Introductory Econometrics",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162430,208,Unit,ECON3310,"History of Economic Ideas",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162431,209,Unit,ECON3350,"Money, Banking and Financial Markets",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162432,215,Unit,ECON1111,"Quantitative Methods for Business and Economics",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162433,241,Unit,ECON3395,"Economic Policy",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162434,267,Unit,HRMT2237,"Human Resource Management",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162435,268,Unit,HRMT3344,"Staffing Organisations",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162436,269,Unit,HRMT3345,"Managing Jobs, Performance and Wellbeing",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162437,270,Unit,INMT2232,"Project Management",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162438,270,Unit,INMT2232,"Project Management",S00420,00420,6,N,2025,"Semester 2",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162439,271,Unit,EMPL1101,"Employment Relations, Work and Society",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162440,275,Unit,MGMT1135,"Organisational Behaviour",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162441,275,Unit,MGMT1135,"Organisational Behaviour",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162442,275,Unit,MGMT1135,"Organisational Behaviour",S00420,00420,6,N,2025,"Semester 1",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162443,276,Unit,MGMT1136,"Management and Organisations",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162444,276,Unit,MGMT1136,"Management and Organisations",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162445,276,Unit,MGMT1136,"Management and Organisations",S00420,00420,6,N,2025,"Semester 2",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162446,279,Unit,MGMT3342,Entrepreneurship,S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162447,279,Unit,MGMT3342,Entrepreneurship,S00420,00420,6,N,2025,"Semester 1",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162448,280,Unit,MGMT3346,"Managing Organisational Change",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162449,280,Unit,MGMT3346,"Managing Organisational Change",S00420,00420,6,N,2025,"Semester 1",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162450,282,Unit,MGMT3347,"Strategic Management",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162451,282,Unit,MGMT3347,"Strategic Management",S00420,00420,6,N,2025,"Semester 2",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162452,294,Unit,EMPL2202,"Australian Employment Relations",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162453,298,Unit,EMPL1206,"Social Psychology of Work",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-03-21,NULL,NULL,"00420 UWA Business School, 100%"
162455,302,Unit,CITS3002,"Computer Networks",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162456,303,Unit,CITS3003,"Graphics and Animation",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162457,319,Unit,EMPL3241,"International Employment Relations",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162458,320,Unit,EMPL3270,"Negotiation: Theory and Practice",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00420 UWA Business School, 100%"
162459,321,Unit,MGMT2311,"Organisational Learning and Innovation",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162460,327,Unit,PSYC1102,"Psychology: Behaviour in Context",S00140,00140,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,900,,,NULL,NULL,"00140 Psychological Science, 100%"
162461,327,Unit,PSYC1102,"Psychology: Behaviour in Context",S00140,00140,6,N,2025,"Semester 2",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,15,,,NULL,NULL,"00140 Psychological Science, 100%"
162462,343,Unit,CITS2401,"Computer Analysis and Visualisation",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162463,343,Unit,CITS2401,"Computer Analysis and Visualisation",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162464,344,Unit,ENSC3014,"Electronic Materials and Devices",S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162465,345,Unit,ENSC3015,"Signals and Systems",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-24,NULL,NULL,"00660 Engineering, 100%"
162466,346,Unit,ENSC3016,"Power and Machines",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162467,354,Unit,ENSC3009,Geomechanics,S00660,00660,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162468,359,Unit,ENSC3007,"Heat and Mass Transfer",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162469,360,Unit,ENSC3018,"Process Synthesis and Design",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162470,361,Unit,ENSC3011,"Fundamentals of Mining Engineering",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00660 Engineering, 100%"
162471,362,Unit,ENSC3012,"Data Collection and Analysis",S00660,00660,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-07-01,NULL,NULL,"00660 Engineering, 100%"
162472,371,Unit,STAT3061,"Random Processes and their Applications",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-23,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162473,374,Unit,STAT3062,"Statistical Science",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-06-23,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162475,381,Unit,MGMT2341,"International Management",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162476,381,Unit,MGMT2341,"International Management",S00420,00420,6,N,2025,"Semester 1",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00420 UWA Business School, 100%"
162477,386,Unit,ACCT2242,"Accounting Information Systems",S00420,00420,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,150,,,NULL,NULL,"00420 UWA Business School, 100%"
162478,386,Unit,ACCT2242,"Accounting Information Systems",S00420,00420,6,N,2025,"Semester 2",Albany,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,150,,,NULL,NULL,"00420 UWA Business School, 100%"
162479,386,Unit,ACCT2242,"Accounting Information Systems",S00420,00420,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,150,,,NULL,NULL,"00420 UWA Business School, 100%"
162480,388,Unit,STAT1400,"Statistics for Science",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-01-07,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162481,388,Unit,STAT1400,"Statistics for Science",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-01-07,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162482,389,Unit,STAT2402,"Analysis of Observations",S00670,00670,6,N,2025,"Semester 2",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
162483,390,Unit,STAT2401,"Analysis of Experiments",S00670,00670,6,N,2025,"Semester 1",Crawley,FACE2FACE,,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,1,,,2025-01-30,NULL,NULL,"00670 Physics, Mathematics and Computing, 100%"
